단지명,단지코드,세대수,동수,준공년월,최소전용,최대전용,용적률,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매_거래건수,전세_거래건수,월세_거래건수,총_거래건수,전세가율,갭,평당매매가,면적요약,매매_최저가_억원,매매_최고가_억원,전세_최저가_억원,전세_최고가_억원,월세_최저가_억원,월세_최고가_억원,갭_억원,평당매매가_억원,단지요약,구,동,수집시간,단지명_정제,기본주소,상세주소,원본주소,위도,경도,변환방법,사용된주소
방이(보보스빌),110620,14,1,200112,29.73,47.01,279,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9~14평,,,,,,,,,총 14세대 | 1개동 | 9~14평 | 2001년 준공,송파구,송파동,2025-09-12 22:47,방이,서울 송파구 송파동,서울 송파구 송파동 방이,서울 송파구 송파동 방이(보보스빌),37.50925152720977,127.11465760037842,원본 키워드 검색,서울 송파구 송파동 방이(보보스빌)
유복,18762,15,1,200311,40.05,209.83,393,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12~63평,,,,,,,,,총 15세대 | 1개동 | 12~63평 | 2003년 준공,송파구,송파동,2025-09-12 22:47,유복,서울 송파구 송파동,서울 송파구 송파동 유복,서울 송파구 송파동 유복,37.5079362294593,127.103754862278,원본 키워드 검색,서울 송파구 송파동 유복
수정,101195,37,1,200412,24.21,137.03,358,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7~41평,,,,,,,,,총 37세대 | 1개동 | 7~41평 | 2004년 준공,송파구,송파동,2025-09-12 22:47,수정,서울 송파구 송파동,서울 송파구 송파동 수정,서울 송파구 송파동 수정,37.5055133518925,127.108845437895,원본 키워드 검색,서울 송파구 송파동 수정
경남레이크파크,12386,68,1,199905,67.18,121.12,678,29000,43000,0,0,100,125,7,0,6,13,0.0,0,1427,20~37평,"2억 9,000만","4억 3,000만",,,100만,125만,,"1,427만",총 68세대 | 1개동 | 20~37평 | 1999년 준공,송파구,송파동,2025-09-12 22:47,경남레이크,서울 송파구 송파동,서울 송파구 송파동 경남레이크,서울 송파구 송파동 경남레이크파크,37.509712175018834,127.10571289240731,원본 키워드 검색,서울 송파구 송파동 경남레이크파크
상아빌리지,18160,22,1,200110,38.57,38.57,329,32500,35000,0,0,100,100,2,0,1,3,0.0,0,2786,12평,"3억 2,500만","3억 5,000만",,,100만,100만,,"2,786만",총 22세대 | 1개동 | 12평 | 2001년 준공,송파구,송파동,2025-09-12 22:47,상아,서울 송파구 송파동,서울 송파구 송파동 상아,서울 송파구 송파동 상아빌리지,37.5064296059217,127.10793745006941,원본 키워드 검색,서울 송파구 송파동 상아빌리지
루컴스힐더테라스,174639,46,2,202409,80.7,128.71,273,71615,169800,0,0,0,0,8,0,0,8,0.0,0,2934,24~39평,"7억 1,615만","16억 9,800만",,,,,,"2,934만",총 46세대 | 2개동 | 24~39평 | 2024년 준공,송파구,송파동,2025-09-12 22:47,루컴스힐더테라스,서울 송파구 송파동,서울 송파구 송파동 루컴스힐더테라스,서울 송파구 송파동 루컴스힐더테라스,37.50609292063,127.109579159297,기본 주소,서울 송파구 송파동
인텍스파크텔,18156,37,1,200208,28.6,28.6,268,0,0,9000,9000,0,0,0,1,0,1,0.0,0,0,9평,,,"9,000만","9,000만",,,,,총 37세대 | 1개동 | 9평 | 2002년 준공,송파구,송파동,2025-09-12 22:47,인텍스파크텔,서울 송파구 송파동,서울 송파구 송파동 인텍스파크텔,서울 송파구 송파동 인텍스파크텔,37.50710325127688,127.11948708934202,원본 키워드 검색,서울 송파구 송파동 인텍스파크텔
명오피스텔,24127,40,1,200201,31.57,58.85,387,13500,14000,9000,11000,10,25,3,2,2,7,66.7,4500,1414,10~18평,"1억 3,500만","1억 4,000만","9,000만","1억 1,000만",10만,25만,"4,500만","1,414만",총 40세대 | 1개동 | 10~18평 | 2002년 준공,송파구,오금동,2025-09-12 22:48,명,서울 송파구 오금동,서울 송파구 오금동 명,서울 송파구 오금동 명오피스텔,37.49307990152229,127.13622872420194,원본 키워드 검색,서울 송파구 오금동 명오피스텔
거여팰리스,125897,24,1,201905,23.46,48.2,349,17000,34000,0,0,0,0,7,0,0,7,0.0,0,2396,7~15평,"1억 7,000만","3억 4,000만",,,,,,"2,396만",총 24세대 | 1개동 | 7~15평 | 2019년 준공,송파구,오금동,2025-09-12 22:48,거여,서울 송파구 오금동,서울 송파구 오금동 거여,서울 송파구 오금동 거여팰리스,37.4926671732045,127.14388564898,원본 키워드 검색,서울 송파구 오금동 거여팰리스
테라156,135565,19,1,202103,31.7,31.7,249,0,0,20800,20800,0,0,0,1,0,1,0.0,0,0,10평,,,2억 800만,2억 800만,,,,,총 19세대 | 1개동 | 10평 | 2021년 준공,송파구,오금동,2025-09-12 22:48,테라156,서울 송파구 오금동,서울 송파구 오금동 테라156,서울 송파구 오금동 테라156,37.5000802756647,127.126918329031,원본 키워드 검색,서울 송파구 오금동 테라156
에스아이팰리스송파포레,149134,14,1,202308,59.09,69.89,0,65000,65000,0,0,155,210,2,0,15,17,0.0,0,3636,18~21평,"6억 5,000만","6억 5,000만",,,155만,210만,,"3,636만",총 14세대 | 1개동 | 18~21평 | 2023년 준공,송파구,오금동,2025-09-12 22:48,에스아이팰리스송파포레,서울 송파구 오금동,서울 송파구 오금동 에스아이팰리스송파포레,서울 송파구 오금동 에스아이팰리스송파포레,37.4970391143618,127.132896513646,원본 키워드 검색,서울 송파구 오금동 에스아이팰리스송파포레
동인트루빌,12591,180,1,200312,54.56,85.16,529,20000,26000,21600,21600,95,95,31,1,5,37,108.0,-1600,1212,17~26평,2억,"2억 6,000만","2억 1,600만","2억 1,600만",95만,95만,,"1,212만",총 180세대 | 1개동 | 17~26평 | 2003년 준공,송파구,오금동,2025-09-12 22:48,동인트루빌,서울 송파구 오금동,서울 송파구 오금동 동인트루빌,서울 송파구 오금동 동인트루빌,37.50375369413875,127.12689966615723,원본 키워드 검색,서울 송파구 오금동 동인트루빌
대산리버빌,138363,2,1,201704,80.59,89.24,240,46000,49000,0,0,0,0,8,0,0,8,0.0,0,1887,24~27평,"4억 6,000만","4억 9,000만",,,,,,"1,887만",총 2세대 | 1개동 | 24~27평 | 2017년 준공,송파구,오금동,2025-09-12 22:48,대산리버빌,서울 송파구 오금동,서울 송파구 오금동 대산리버빌,서울 송파구 오금동 대산리버빌,37.50052643460302,127.14182665201244,원본 키워드 검색,서울 송파구 오금동 대산리버빌
SP센트리움시티,151910,3,1,202206,161.28,187.49,322,130000,130000,65000,75000,0,0,1,9,0,10,50.0,65000,2665,49~57평,13억,13억,"6억 5,000만","7억 5,000만",,,"6억 5,000만","2,665만",총 3세대 | 1개동 | 49~57평 | 2022년 준공,송파구,오금동,2025-09-12 22:48,SP센트리움,서울 송파구 오금동,서울 송파구 오금동 SP센트리움,서울 송파구 오금동 SP센트리움시티,37.4941659560239,127.143549282048,원본 키워드 검색,서울 송파구 오금동 SP센트리움시티
한두리타워,126154,4,1,201904,56.3,85.5,249,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17~26평,,,,,,,,,총 4세대 | 1개동 | 17~26평 | 2019년 준공,송파구,오금동,2025-09-12 22:48,한두리,서울 송파구 오금동,서울 송파구 오금동 한두리,서울 송파구 오금동 한두리타워,37.5038537003221,127.138148299407,원본 키워드 검색,서울 송파구 오금동 한두리타워
삼정하우스,128897,4,1,202001,89.49,89.49,249,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27평,,,,,,,,,총 4세대 | 1개동 | 27평 | 2020년 준공,송파구,오금동,2025-09-12 22:48,삼정,서울 송파구 오금동,서울 송파구 오금동 삼정,서울 송파구 오금동 삼정하우스,37.50422401426536,127.13891577198939,원본 키워드 검색,서울 송파구 오금동 삼정하우스
엠파크,127398,4,1,201311,64.82,64.82,359,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20평,,,,,,,,,총 4세대 | 1개동 | 20평 | 2013년 준공,송파구,오금동,2025-09-12 22:48,엠,서울 송파구 오금동,서울 송파구 오금동 엠,서울 송파구 오금동 엠파크,37.497130582345,127.133282296317,원본 키워드 검색,서울 송파구 오금동 엠파크
솔렌시아,116402,7,1,200312,59.85,136.48,395,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18~41평,,,,,,,,,총 7세대 | 1개동 | 18~41평 | 2003년 준공,송파구,오금동,2025-09-12 22:48,솔렌시아,서울 송파구 오금동,서울 송파구 오금동 솔렌시아,서울 송파구 오금동 솔렌시아,37.4998648157153,127.143551143751,원본 키워드 검색,서울 송파구 오금동 솔렌시아
현대씨티빌,125355,8,1,200206,40.66,45.65,296,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12~14평,,,,,,,,,총 8세대 | 1개동 | 12~14평 | 2002년 준공,송파구,오금동,2025-09-12 22:48,현대씨티빌,서울 송파구 오금동,서울 송파구 오금동 현대씨티빌,서울 송파구 오금동 현대씨티빌,37.50144530845328,127.14195279090424,원본 키워드 검색,서울 송파구 오금동 현대씨티빌
현진타워,114730,19,1,201505,54.68,54.68,345,32000,32000,0,0,0,0,1,0,0,1,0.0,0,1935,17평,"3억 2,000만","3억 2,000만",,,,,,"1,935만",총 19세대 | 1개동 | 17평 | 2015년 준공,송파구,오금동,2025-09-12 22:48,현진,서울 송파구 오금동,서울 송파구 오금동 현진,서울 송파구 오금동 현진타워,37.4976059360982,127.13441060787319,원본 키워드 검색,서울 송파구 오금동 현진타워
가락우정에쉐르,22014,36,1,200408,96.26,103.81,387,52000,53000,0,0,0,0,21,0,0,21,0.0,0,1786,29~31평,"5억 2,000만","5억 3,000만",,,,,,"1,786만",총 36세대 | 1개동 | 29~31평 | 2004년 준공,송파구,오금동,2025-09-12 22:48,가락우정에쉐르,서울 송파구 오금동,서울 송파구 오금동 가락우정에쉐르,서울 송파구 오금동 가락우정에쉐르,37.50263494430626,127.12577814679298,원본 키워드 검색,서울 송파구 오금동 가락우정에쉐르
경원빌라트,102980,19,1,200009,85.68,85.68,398,33000,33000,29000,29000,30,30,1,1,1,3,87.9,4000,1273,26평,"3억 3,000만","3억 3,000만","2억 9,000만","2억 9,000만",30만,30만,"4,000만","1,273만",총 19세대 | 1개동 | 26평 | 2000년 준공,송파구,오금동,2025-09-12 22:48,경원빌라트,서울 송파구 오금동,서울 송파구 오금동 경원빌라트,서울 송파구 오금동 경원빌라트,37.492881946273904,127.13599768390213,원본 키워드 검색,서울 송파구 오금동 경원빌라트
잭타워(민간임대),176817,14,1,202308,21.72,78.71,358,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7~24평,,,,,,,,,총 14세대 | 1개동 | 7~24평 | 2023년 준공,송파구,오금동,2025-09-12 22:48,잭,서울 송파구 오금동,서울 송파구 오금동 잭,서울 송파구 오금동 잭타워(민간임대),37.4937427546094,127.144066378896,정제된 키워드 검색,서울 송파구 오금동 잭
성우리빙타워,18167,20,1,200206,36.9,76.99,297,15000,30000,0,0,65,65,4,0,1,5,0.0,0,1344,11~23평,"1억 5,000만",3억,,,65만,65만,,"1,344만",총 20세대 | 1개동 | 11~23평 | 2002년 준공,송파구,오금동,2025-09-12 22:48,성우리빙,서울 송파구 오금동,서울 송파구 오금동 성우리빙,서울 송파구 오금동 성우리빙타워,37.5029372304173,127.139042314979,원본 키워드 검색,서울 송파구 오금동 성우리빙타워
대성탑팰리스,151940,1,1,202209,101.31,101.31,228,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31평,,,,,,,,,총 1세대 | 1개동 | 31평 | 2022년 준공,송파구,오금동,2025-09-12 22:48,대성탑,서울 송파구 오금동,서울 송파구 오금동 대성탑,서울 송파구 오금동 대성탑팰리스,37.5029748269764,127.128103930329,기본 주소,서울 송파구 오금동
씨엘타워,144193,15,1,202105,28.93,55.52,359,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9~17평,,,,,,,,,총 15세대 | 1개동 | 9~17평 | 2021년 준공,송파구,오금동,2025-09-12 22:48,씨엘,서울 송파구 오금동,서울 송파구 오금동 씨엘,서울 송파구 오금동 씨엘타워,37.4943842197355,127.142623565906,원본 키워드 검색,서울 송파구 오금동 씨엘타워
인투파크거여1단지,129004,62,1,202006,51.41,51.41,299,28500,28500,0,0,0,0,1,0,0,1,0.0,0,1833,16평,"2억 8,500만","2억 8,500만",,,,,,"1,833만",총 62세대 | 1개동 | 16평 | 2020년 준공,송파구,오금동,2025-09-12 22:48,인투파크거여1단지,서울 송파구 오금동,서울 송파구 오금동 인투파크거여1단지,서울 송파구 오금동 인투파크거여1단지,37.495732808613,127.145022361241,원본 키워드 검색,서울 송파구 오금동 인투파크거여1단지
여흥레이크빌,22019,8,1,200304,143.11,154.82,697,0,0,0,0,0,0,0,0,0,0,0.0,0,0,43~47평,,,,,,,,,총 8세대 | 1개동 | 43~47평 | 2003년 준공,송파구,신천동,2025-09-12 22:48,여흥레이크빌,서울 송파구 신천동,서울 송파구 신천동 여흥레이크빌,서울 송파구 신천동 여흥레이크빌,37.51032698849688,127.10635054146168,원본 키워드 검색,서울 송파구 신천동 여흥레이크빌
에스아이팰리스레이크잠실,143273,27,1,202107,39.47,41.22,359,45000,50000,36000,36000,160,160,24,9,3,36,80.0,9000,3769,12평,"4억 5,000만",5억,"3억 6,000만","3억 6,000만",160만,160만,"9,000만","3,769만",총 27세대 | 1개동 | 12평 | 2021년 준공,송파구,신천동,2025-09-12 22:48,에스아이팰리스레이크잠실,서울 송파구 신천동,서울 송파구 신천동 에스아이팰리스레이크잠실,서울 송파구 신천동 에스아이팰리스레이크잠실,37.5057716341273,127.109177190822,원본 키워드 검색,서울 송파구 신천동 에스아이팰리스레이크잠실
레이크빌,103624,16,1,200412,34.93,35.74,299,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11평,,,,,,,,,총 16세대 | 1개동 | 11평 | 2004년 준공,송파구,신천동,2025-09-12 22:48,레이크빌,서울 송파구 신천동,서울 송파구 신천동 레이크빌,서울 송파구 신천동 레이크빌,37.5107228455286,127.106998067978,원본 키워드 검색,서울 송파구 신천동 레이크빌
동광팰리스(86-1),131663,12,1,201608,51.15,51.15,359,30000,35000,0,0,0,0,4,0,0,4,0.0,0,1939,15평,3억,"3억 5,000만",,,,,,"1,939만",총 12세대 | 1개동 | 15평 | 2016년 준공,송파구,신천동,2025-09-12 22:48,동광,서울 송파구 신천동,서울 송파구 신천동 동광,서울 송파구 신천동 동광팰리스(86-1),37.51550643418137,127.11451446667097,정제된 키워드 검색,서울 송파구 신천동 동광
롯데월드타워앤드롯데월드몰(시그니엘레지던스),118602,223,1,201702,349.97,1239.45,573,580000,2800000,480000,1200000,1500,18000,286,41,258,585,82.8,100000,5479,106~375평,58억,280억,48억,120억,"1,500만","1억 8,000만",10억,"5,479만",총 223세대 | 1개동 | 106~375평 | 2017년 준공,송파구,신천동,2025-09-12 22:48,롯데월드타워앤드롯데월드몰,서울 송파구 신천동,서울 송파구 신천동 롯데월드타워앤드롯데월드몰,서울 송파구 신천동 롯데월드타워앤드롯데월드몰(시그니엘레지던스),37.512478343911084,127.10254862749143,정제된 키워드 검색,서울 송파구 신천동 롯데월드타워앤드롯데월드몰
실크빌,107096,30,1,200412,24.16,156.57,357,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7~47평,,,,,,,,,총 30세대 | 1개동 | 7~47평 | 2004년 준공,송파구,신천동,2025-09-12 22:48,실크빌,서울 송파구 신천동,서울 송파구 신천동 실크빌,서울 송파구 신천동 실크빌,37.50545964507346,127.10547617631899,원본 키워드 검색,서울 송파구 신천동 실크빌
현대레이크빌,12387,56,1,199911,81.34,148.42,679,22000,42000,0,0,70,140,12,0,5,17,0.0,0,894,25~45평,"2억 2,000만","4억 2,000만",,,70만,140만,,894만,총 56세대 | 1개동 | 25~45평 | 1999년 준공,송파구,신천동,2025-09-12 22:48,현대레이크빌,서울 송파구 신천동,서울 송파구 신천동 현대레이크빌,서울 송파구 신천동 현대레이크빌,37.5107228455286,127.106998067978,원본 키워드 검색,서울 송파구 신천동 현대레이크빌
석촌트럼프월드,120591,18,1,201604,28.88,53.78,359,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9~16평,,,,,,,,,총 18세대 | 1개동 | 9~16평 | 2016년 준공,송파구,신천동,2025-09-12 22:48,석촌트럼프월드,서울 송파구 신천동,서울 송파구 신천동 석촌트럼프월드,서울 송파구 신천동 석촌트럼프월드,37.50565474488881,127.10594354595928,원본 키워드 검색,서울 송파구 신천동 석촌트럼프월드
석촌호수나인파크,111042,264,2,201706,59.87,59.96,0,22000,30000,0,0,90,105,47,0,12,59,0.0,0,1215,18평,"2억 2,000만",3억,,,90만,105만,,"1,215만",총 264세대 | 2개동 | 18평 | 2017년 준공,송파구,신천동,2025-09-12 22:48,석촌호수나인,서울 송파구 신천동,서울 송파구 신천동 석촌호수나인,서울 송파구 신천동 석촌호수나인파크,37.50614264932925,127.09918657978626,원본 키워드 검색,서울 송파구 신천동 석촌호수나인파크
롯데캐슬골드,23151,40,1,200511,187.65,213.56,646,105000,130000,0,0,280,280,2,0,1,3,0.0,0,1850,57~65평,"10억 5,000만",13억,,,280만,280만,,"1,850만",총 40세대 | 1개동 | 57~65평 | 2005년 준공,송파구,신천동,2025-09-12 22:48,롯데캐슬골드,서울 송파구 신천동,서울 송파구 신천동 롯데캐슬골드,서울 송파구 신천동 롯데캐슬골드,37.51430355765642,127.10070967524918,원본 키워드 검색,서울 송파구 신천동 롯데캐슬골드
레이크캐슬,12713,60,1,200212,38.51,96.53,475,15000,42000,0,0,39,75,9,0,2,11,0.0,0,1288,12~29평,"1억 5,000만","4억 2,000만",,,39만,75만,,"1,288만",총 60세대 | 1개동 | 12~29평 | 2002년 준공,송파구,신천동,2025-09-12 22:48,레이크,서울 송파구 신천동,서울 송파구 신천동 레이크,서울 송파구 신천동 레이크캐슬,37.506004066484735,127.09790046496887,원본 키워드 검색,서울 송파구 신천동 레이크캐슬
한솔파크빌,162338,4,1,200209,61.15,80.21,310,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18~24평,,,,,,,,,총 4세대 | 1개동 | 18~24평 | 2002년 준공,송파구,신천동,2025-09-12 22:48,한솔파크빌,서울 송파구 신천동,서울 송파구 신천동 한솔파크빌,서울 송파구 신천동 한솔파크빌,37.50652680675899,127.10805521340644,원본 키워드 검색,서울 송파구 신천동 한솔파크빌
